DateRep,Countries and territories,Cases,Deaths
2020-03-21,Benin,0,0
2020-03-20,Benin,1,0
2020-03-19,Benin,0,0
2020-03-18,Benin,0,0
2020-03-17,Benin,1,0
2020-03-26,Bermuda,0,0
2020-03-25,Bermuda,0,0
2020-03-24,Bermuda,0,0
2020-03-23,Bermuda,4,0
2020-03-22,Bermuda,0,0
2020-03-21,Bermuda,0,0
2020-03-20,Bermuda,2,0
2020-03-26,Bhutan,1,0
2020-03-25,Bhutan,0,0
2020-03-24,Bhutan,0,0
2020-03-23,Bhutan,0,0
2020-03-22,Bhutan,0,0
2020-03-21,Bhutan,1,0
2020-03-20,Bhutan,0,0
2020-03-19,Bhutan,0,0
2020-03-18,Bhutan,0,0
2020-03-17,Bhutan,0,0
2020-03-15,Bhutan,0,0
2020-03-13,Bhutan,0,0
2020-03-06,Bhutan,1,0
2020-03-26,Bolivia,7,0
2020-03-25,Bolivia,4,0
2020-03-24,Bolivia,1,0
2020-03-23,Bolivia,7,0
2020-03-22,Bolivia,1,0
2020-03-21,Bolivia,4,0
2020-03-20,Bolivia,3,0
2020-03-19,Bolivia,0,0
2020-03-18,Bolivia,1,0
2020-03-17,Bolivia,1,0
2020-03-15,Bolivia,0,0
2020-03-14,Bolivia,7,0
2020-03-13,Bolivia,1,0
2020-03-12,Bolivia,2,0
2020-03-26,Bosnia_and_Herzegovina,19,1
2020-03-25,Bosnia_and_Herzegovina,33,1
2020-03-24,Bosnia_and_Herzegovina,4,0
2020-03-23,Bosnia_and_Herzegovina,33,0
2020-03-22,Bosnia_and_Herzegovina,48,1
2020-03-21,Bosnia_and_Herzegovina,0,0
2020-03-20,Bosnia_and_Herzegovina,8,0
2020-03-19,Bosnia_and_Herzegovina,15,0
2020-03-18,Bosnia_and_Herzegovina,0,0
2020-03-17,Bosnia_and_Herzegovina,3,0
2020-03-16,Bosnia_and_Herzegovina,15,0
2020-03-13,Bosnia_and_Herzegovina,0,0
2020-03-12,Bosnia_and_Herzegovina,1,0
2020-03-06,Bosnia_and_Herzegovina,2,0
2020-03-26,Brazil,232,11
2020-03-25,Brazil,310,12
2020-03-24,Brazil,345,9
2020-03-23,Brazil,418,7
2020-03-22,Brazil,224,7
2020-03-21,Brazil,283,5
2020-03-20,Brazil,193,2
2020-03-19,Brazil,137,3
2020-03-18,Brazil,57,1
2020-03-17,Brazil,34,0
2020-03-16,Brazil,79,0
2020-03-15,Brazil,23,0
2020-03-14,Brazil,21,0
2020-03-13,Brazil,25,0
2020-03-12,Brazil,18,0
2020-03-11,Brazil,9,0
2020-03-09,Brazil,12,0
2020-03-08,Brazil,0,0
2020-03-07,Brazil,5,0
2020-03-06,Brazil,5,0
2020-03-05,Brazil,1,0
2020-03-02,Brazil,0,0
2020-03-01,Brazil,1,0
2020-02-29,Brazil,0,0
2020-02-28,Brazil,0,0
2020-02-27,Brazil,0,0
2020-02-26,Brazil,1,0
2020-02-25,Brazil,0,0
2020-02-24,Brazil,0,0
2020-02-23,Brazil,0,0
2020-02-22,Brazil,0,0
2020-02-21,Brazil,0,0
2020-02-20,Brazil,0,0
2020-02-19,Brazil,0,0
2020-02-18,Brazil,0,0
2020-02-17,Brazil,0,0
2020-02-16,Brazil,0,0
2020-02-15,Brazil,0,0
2020-02-14,Brazil,0,0
2020-02-13,Brazil,0,0
2020-02-12,Brazil,0,0
2020-02-11,Brazil,0,0
2020-02-10,Brazil,0,0
2020-02-09,Brazil,0,0
2020-02-08,Brazil,0,0
2020-02-07,Brazil,0,0
2020-02-06,Brazil,0,0
2020-02-05,Brazil,0,0
2020-02-04,Brazil,0,0
2020-02-03,Brazil,0,0
2020-02-02,Brazil,0,0
2020-02-01,Brazil,0,0
2020-01-31,Brazil,0,0
2020-01-30,Brazil,0,0
2020-01-29,Brazil,0,0
2020-01-28,Brazil,0,0
2020-01-27,Brazil,0,0
2020-01-26,Brazil,0,0
2020-01-25,Brazil,0,0
2020-01-24,Brazil,0,0
2020-01-23,Brazil,0,0
2020-01-22,Brazil,0,0
2020-01-21,Brazil,0,0
2020-01-20,Brazil,0,0
2020-01-19,Brazil,0,0
2020-01-18,Brazil,0,0
2020-01-17,Brazil,0,0
2020-01-16,Brazil,0,0
2020-01-15,Brazil,0,0
2020-01-14,Brazil,0,0
2020-01-13,Brazil,0,0
2020-01-12,Brazil,0,0
2020-01-11,Brazil,0,0
2020-01-10,Brazil,0,0
2020-01-09,Brazil,0,0
2020-01-08,Brazil,0,0
2020-01-07,Brazil,0,0
2020-01-06,Brazil,0,0
2020-01-05,Brazil,0,0
2020-01-04,Brazil,0,0
2020-01-03,Brazil,0,0
2020-01-02,Brazil,0,0
2020-01-01,Brazil,0,0
2019-12-31,Brazil,0,0
2020-03-26,Brunei_Darussalam,3,0
2020-03-25,Brunei_Darussalam,13,0
2020-03-24,Brunei_Darussalam,3,0
2020-03-23,Brunei_Darussalam,5,0
2020-03-22,Brunei_Darussalam,5,0
2020-03-21,Brunei_Darussalam,5,0
2020-03-20,Brunei_Darussalam,5,0
2020-03-19,Brunei_Darussalam,12,0
2020-03-18,Brunei_Darussalam,2,0
2020-03-17,Brunei_Darussalam,4,0
2020-03-16,Brunei_Darussalam,10,0
2020-03-15,Brunei_Darussalam,3,0
2020-03-14,Brunei_Darussalam,12,0
2020-03-13,Brunei_Darussalam,14,0
2020-03-12,Brunei_Darussalam,10,0
2020-03-10,Brunei_Darussalam,1,0
2020-03-26,Bulgaria,22,0
2020-03-25,Bulgaria,19,0
2020-03-24,Bulgaria,16,0
2020-03-23,Bulgaria,22,0
2020-03-22,Bulgaria,36,0
2020-03-21,Bulgaria,22,0
2020-03-20,Bulgaria,13,1
2020-03-19,Bulgaria,11,0
2020-03-18,Bulgaria,19,0
2020-03-17,Bulgaria,11,0
2020-03-16,Bulgaria,10,0
2020-03-15,Bulgaria,10,1
2020-03-14,Bulgaria,8,0
2020-03-13,Bulgaria,16,0
2020-03-12,Bulgaria,3,1
2020-03-09,Bulgaria,2,0
2020-03-08,Bulgaria,2,0
2020-03-26,Burkina_Faso,15,0
2020-03-25,Burkina_Faso,24,0
2020-03-24,Burkina_Faso,11,0
2020-03-23,Burkina_Faso,0,0
2020-03-22,Burkina_Faso,24,2
2020-03-21,Burkina_Faso,7,0
2020-03-20,Burkina_Faso,7,0
2020-03-19,Burkina_Faso,6,1
2020-03-18,Burkina_Faso,0,0
2020-03-17,Burkina_Faso,17,0
2020-03-16,Burkina_Faso,0,0
2020-03-15,Burkina_Faso,1,0
2020-03-12,Burkina_Faso,0,0
2020-03-11,Burkina_Faso,2,0
2020-03-26,Cambodia,5,0
2020-03-25,Cambodia,4,0
2020-03-24,Cambodia,1,0
2020-03-23,Cambodia,35,0
2020-03-22,Cambodia,4,0
2020-03-21,Cambodia,23,0
2020-03-20,Cambodia,0,0
2020-03-19,Cambodia,0,0
2020-03-18,Cambodia,0,0
2020-03-17,Cambodia,12,0
2020-03-16,Cambodia,5,0
2020-03-15,Cambodia,2,0
2020-03-13,Cambodia,2,0
2020-03-12,Cambodia,1,0
2020-03-08,Cambodia,1,0
2020-03-02,Cambodia,0,0
2020-03-01,Cambodia,0,0
2020-02-29,Cambodia,0,0
2020-02-28,Cambodia,0,0
2020-02-27,Cambodia,0,0
2020-02-26,Cambodia,0,0
2020-02-25,Cambodia,0,0
2020-02-24,Cambodia,0,0
2020-02-23,Cambodia,0,0
2020-02-22,Cambodia,0,0
2020-02-21,Cambodia,0,0
2020-02-20,Cambodia,0,0
2020-02-19,Cambodia,0,0
2020-02-18,Cambodia,0,0
2020-02-17,Cambodia,0,0
2020-02-16,Cambodia,0,0
2020-02-15,Cambodia,0,0
2020-02-14,Cambodia,0,0
2020-02-13,Cambodia,0,0
2020-02-12,Cambodia,0,0
2020-02-11,Cambodia,0,0
2020-02-10,Cambodia,0,0
2020-02-09,Cambodia,0,0
2020-02-08,Cambodia,0,0
2020-02-07,Cambodia,0,0
2020-02-06,Cambodia,0,0
2020-02-05,Cambodia,0,0
2020-02-04,Cambodia,0,0
2020-02-03,Cambodia,0,0
2020-02-02,Cambodia,0,0
2020-02-01,Cambodia,0,0
2020-01-31,Cambodia,0,0
2020-01-30,Cambodia,0,0
2020-01-29,Cambodia,0,0
2020-01-28,Cambodia,1,0
2020-01-27,Cambodia,0,0
2020-01-26,Cambodia,0,0
2020-01-25,Cambodia,0,0
2020-01-24,Cambodia,0,0
2020-01-23,Cambodia,0,0
2020-01-22,Cambodia,0,0
2020-01-21,Cambodia,0,0
2020-01-20,Cambodia,0,0
2020-01-19,Cambodia,0,0
2020-01-18,Cambodia,0,0
2020-01-17,Cambodia,0,0
2020-01-16,Cambodia,0,0
2020-01-15,Cambodia,0,0
2020-01-14,Cambodia,0,0
2020-01-13,Cambodia,0,0
2020-01-12,Cambodia,0,0
2020-01-11,Cambodia,0,0
2020-01-10,Cambodia,0,0
2020-01-09,Cambodia,0,0
2020-01-08,Cambodia,0,0
2020-01-07,Cambodia,0,0
2020-01-06,Cambodia,0,0
2020-01-05,Cambodia,0,0
2020-01-04,Cambodia,0,0
2020-01-03,Cambodia,0,0
2020-01-02,Cambodia,0,0
2020-01-01,Cambodia,0,0
2019-12-31,Cambodia,0,0
2020-03-26,Cameroon,0,0
2020-03-25,Cameroon,16,1
2020-03-24,Cameroon,29,0
2020-03-23,Cameroon,0,0
2020-03-22,Cameroon,0,0
2020-03-21,Cameroon,13,0
2020-03-20,Cameroon,4,0
2020-03-19,Cameroon,0,0
2020-03-18,Cameroon,6,0
2020-03-17,Cameroon,0,0
2020-03-16,Cameroon,1,0
2020-03-15,Cameroon,1,0
2020-03-09,Cameroon,1,0
2020-03-07,Cameroon,1,0
2020-03-26,Canada,1426,8
2020-03-25,Canada,313,3
2020-03-24,Canada,216,6
2020-03-23,Canada,199,5
2020-03-22,Canada,260,1
2020-03-21,Canada,125,2
2020-03-20,Canada,156,1
2020-03-19,Canada,121,1
2020-03-18,Canada,145,4
2020-03-17,Canada,120,3
2020-03-16,Canada,60,0
2020-03-15,Canada,68,0
2020-03-14,Canada,38,0
2020-03-13,Canada,35,0
2020-03-12,Canada,10,0
2020-03-11,Canada,16,0
2020-03-10,Canada,15,1
2020-03-09,Canada,5,0
2020-03-08,Canada,6,0
2020-03-07,Canada,6,0
2020-03-06,Canada,12,0
2020-03-05,Canada,3,0
2020-03-04,Canada,3,0
2020-03-03,Canada,3,0
2020-03-02,Canada,4,0
2020-03-01,Canada,4,0
2020-02-29,Canada,2,0
2020-02-28,Canada,2,0
2020-02-27,Canada,1,0
2020-02-26,Canada,0,0
2020-02-25,Canada,2,0
2020-02-24,Canada,0,0
2020-02-23,Canada,0,0
2020-02-22,Canada,0,0
2020-02-21,Canada,1,0
2020-02-20,Canada,0,0
2020-02-19,Canada,0,0
2020-02-18,Canada,0,0
2020-02-17,Canada,0,0
2020-02-16,Canada,0,0
2020-02-15,Canada,1,0
2020-02-14,Canada,0,0
2020-02-13,Canada,0,0
2020-02-12,Canada,0,0
2020-02-11,Canada,0,0
2020-02-10,Canada,0,0
2020-02-09,Canada,0,0
2020-02-08,Canada,0,0
2020-02-07,Canada,2,0
2020-02-06,Canada,0,0
2020-02-05,Canada,1,0
2020-02-04,Canada,0,0
2020-02-03,Canada,0,0
2020-02-02,Canada,0,0
2020-02-01,Canada,1,0
2020-01-31,Canada,0,0
2020-01-30,Canada,0,0
2020-01-29,Canada,1,0
2020-01-28,Canada,1,0
2020-01-27,Canada,0,0
2020-01-26,Canada,1,0
2020-01-25,Canada,0,0
2020-01-24,Canada,0,0
2020-01-23,Canada,0,0
2020-01-22,Canada,0,0
2020-01-21,Canada,0,0
2020-01-20,Canada,0,0
2020-01-19,Canada,0,0
2020-01-18,Canada,0,0
2020-01-17,Canada,0,0
2020-01-16,Canada,0,0
2020-01-15,Canada,0,0
2020-01-14,Canada,0,0
2020-01-13,Canada,0,0
2020-01-12,Canada,0,0
2020-01-11,Canada,0,0
2020-01-10,Canada,0,0
2020-01-09,Canada,0,0
2020-01-08,Canada,0,0
2020-01-07,Canada,0,0
2020-01-06,Canada,0,0
2020-01-05,Canada,0,0
2020-01-04,Canada,0,0
2020-01-03,Canada,0,0
2020-01-02,Canada,0,0
2020-01-01,Canada,0,0
2019-12-31,Canada,0,0
2020-03-26,Cape_Verde,1,0
2020-03-25,Cape_Verde,0,1
2020-03-24,Cape_Verde,0,0
2020-03-23,Cape_Verde,0,0
2020-03-22,Cape_Verde,1,0
2020-03-21,Cape_Verde,2,0
2020-03-10,Cases_on_an_international_conveyance_Japan,-9,1
2020-03-02,Cases_on_an_international_conveyance_Japan,0,0
2020-03-01,Cases_on_an_international_conveyance_Japan,0,0
2020-02-29,Cases_on_an_international_conveyance_Japan,0,2
2020-02-28,Cases_on_an_international_conveyance_Japan,0,0
2020-02-27,Cases_on_an_international_conveyance_Japan,14,0
2020-02-26,Cases_on_an_international_conveyance_Japan,0,1
2020-02-25,Cases_on_an_international_conveyance_Japan,0,0
2020-02-24,Cases_on_an_international_conveyance_Japan,57,1
2020-02-23,Cases_on_an_international_conveyance_Japan,0,0
2020-02-22,Cases_on_an_international_conveyance_Japan,0,0
2020-02-21,Cases_on_an_international_conveyance_Japan,13,0
2020-02-20,Cases_on_an_international_conveyance_Japan,79,2
2020-02-19,Cases_on_an_international_conveyance_Japan,88,0
2020-02-18,Cases_on_an_international_conveyance_Japan,99,0
2020-02-17,Cases_on_an_international_conveyance_Japan,0,0
2020-02-16,Cases_on_an_international_conveyance_Japan,134,0
2020-02-15,Cases_on_an_international_conveyance_Japan,0,0
2020-02-14,Cases_on_an_international_conveyance_Japan,47,0
2020-02-13,Cases_on_an_international_conveyance_Japan,0,0
2020-02-12,Cases_on_an_international_conveyance_Japan,39,0
2020-02-11,Cases_on_an_international_conveyance_Japan,65,0
2020-02-10,Cases_on_an_international_conveyance_Japan,6,0
2020-02-09,Cases_on_an_international_conveyance_Japan,0,0
2020-02-08,Cases_on_an_international_conveyance_Japan,3,0
2020-02-07,Cases_on_an_international_conveyance_Japan,41,0
2020-02-06,Cases_on_an_international_conveyance_Japan,10,0
2020-02-05,Cases_on_an_international_conveyance_Japan,10,0
2020-02-04,Cases_on_an_international_conveyance_Japan,0,0
2020-02-03,Cases_on_an_international_conveyance_Japan,0,0
2020-02-02,Cases_on_an_international_conveyance_Japan,0,0
2020-02-01,Cases_on_an_international_conveyance_Japan,0,0
2020-01-31,Cases_on_an_international_conveyance_Japan,0,0
2020-01-30,Cases_on_an_international_conveyance_Japan,0,0
2020-01-29,Cases_on_an_international_conveyance_Japan,0,0
2020-01-28,Cases_on_an_international_conveyance_Japan,0,0
2020-01-27,Cases_on_an_international_conveyance_Japan,0,0
2020-01-26,Cases_on_an_international_conveyance_Japan,0,0
2020-01-25,Cases_on_an_international_conveyance_Japan,0,0
2020-01-24,Cases_on_an_international_conveyance_Japan,0,0
2020-01-23,Cases_on_an_international_conveyance_Japan,0,0
2020-01-22,Cases_on_an_international_conveyance_Japan,0,0
2020-01-21,Cases_on_an_international_conveyance_Japan,0,0
2020-01-20,Cases_on_an_international_conveyance_Japan,0,0
2020-01-19,Cases_on_an_international_conveyance_Japan,0,0
2020-01-18,Cases_on_an_international_conveyance_Japan,0,0
2020-01-17,Cases_on_an_international_conveyance_Japan,0,0
2020-01-16,Cases_on_an_international_conveyance_Japan,0,0
2020-01-15,Cases_on_an_international_conveyance_Japan,0,0
2020-01-14,Cases_on_an_international_conveyance_Japan,0,0
2020-01-13,Cases_on_an_international_conveyance_Japan,0,0
2020-01-12,Cases_on_an_international_conveyance_Japan,0,0
2020-01-11,Cases_on_an_international_conveyance_Japan,0,0
2020-01-10,Cases_on_an_international_conveyance_Japan,0,0
2020-01-09,Cases_on_an_international_conveyance_Japan,0,0
2020-01-08,Cases_on_an_international_conveyance_Japan,0,0
2020-01-07,Cases_on_an_international_conveyance_Japan,0,0
2020-01-06,Cases_on_an_international_conveyance_Japan,0,0
2020-01-05,Cases_on_an_international_conveyance_Japan,0,0
2020-01-04,Cases_on_an_international_conveyance_Japan,0,0
2020-01-03,Cases_on_an_international_conveyance_Japan,0,0
2020-01-02,Cases_on_an_international_conveyance_Japan,0,0
2020-01-01,Cases_on_an_international_conveyance_Japan,0,0
2019-12-31,Cases_on_an_international_conveyance_Japan,0,0
2020-03-26,Cayman_Islands,0,0
2020-03-25,Cayman_Islands,0,0
2020-03-24,Cayman_Islands,0,0
2020-03-23,Cayman_Islands,0,0
2020-03-22,Cayman_Islands,0,0
2020-03-21,Cayman_Islands,2,1
2020-03-20,Cayman_Islands,1,0
2020-03-26,Central_African_Republic,0,0
2020-03-25,Central_African_Republic,0,0
2020-03-24,Central_African_Republic,0,0
2020-03-23,Central_African_Republic,1,0
2020-03-22,Central_African_Republic,2,0
2020-03-21,Central_African_Republic,0,0
2020-03-20,Central_African_Republic,0,0
2020-03-19,Central_African_Republic,0,0
2020-03-18,Central_African_Republic,0,0
2020-03-17,Central_African_Republic,0,0
2020-03-16,Central_African_Republic,1,0
2020-03-26,Chad,0,0
2020-03-25,Chad,1,0
2020-03-24,Chad,0,0
2020-03-23,Chad,0,0
2020-03-22,Chad,1,0
2020-03-21,Chad,0,0
2020-03-20,Chad,1,0
2020-03-26,Chile,220,1
2020-03-25,Chile,176,0
2020-03-24,Chile,114,1
2020-03-23,Chile,95,1
2020-03-22,Chile,103,0
2020-03-21,Chile,92,0
2020-03-20,Chile,104,0
2020-03-19,Chile,37,0
2020-03-18,Chile,45,0
2020-03-17,Chile,81,0
2020-03-16,Chile,14,0
2020-03-15,Chile,18,0
2020-03-14,Chile,10,0
2020-03-13,Chile,10,0
2020-03-12,Chile,6,0
2020-03-11,Chile,4,0
2020-03-10,Chile,3,0
2020-03-09,Chile,5,0
2020-03-07,Chile,1,0
2020-03-06,Chile,1,0
2020-03-05,Chile,2,0
2020-03-04,Chile,1,0
2020-03-26,China,121,6
2020-03-25,China,99,4
2020-03-24,China,99,7
2020-03-23,China,150,9
2020-03-22,China,83,6
2020-03-21,China,79,7
2020-03-20,China,99,4
2020-03-19,China,75,8
2020-03-18,China,33,16
2020-03-17,China,110,9
2020-03-16,China,25,14
2020-03-15,China,22,9
2020-03-14,China,19,15
2020-03-13,China,22,7
2020-03-12,China,24,11
2020-03-11,China,29,22
2020-03-10,China,20,17
2020-03-09,China,45,23
2020-03-08,China,46,27
2020-03-07,China,101,28
2020-03-06,China,170,30
2020-03-05,China,117,31
2020-03-04,China,119,37
2020-03-03,China,127,32
2020-03-02,China,205,42
2020-03-01,China,574,35
2020-02-29,China,428,47
2020-02-28,China,329,44
2020-02-27,China,439,29
2020-02-26,China,410,52
2020-02-25,China,515,70
2020-02-24,China,218,150
2020-02-23,China,647,98
2020-02-22,China,826,109
2020-02-21,China,891,118
2020-02-20,China,394,112
2020-02-19,China,1750,139
2020-02-18,China,1890,98
2020-02-17,China,2052,105
2020-02-16,China,2007,142
2020-02-15,China,2538,143
2020-02-14,China,4156,13
2020-02-13,China,15141,254
2020-02-12,China,2028,97
2020-02-11,China,2490,108
2020-02-10,China,2974,97
2020-02-09,China,2607,89
2020-02-08,China,3418,86
2020-02-07,China,3160,73
2020-02-06,China,3727,72
2020-02-05,China,3872,66
2020-02-04,China,3237,65
2020-02-03,China,2812,57
2020-02-02,China,2590,45
2020-02-01,China,2095,46
2020-01-31,China,1980,43
2020-01-30,China,1740,38
2020-01-29,China,1466,26
2020-01-28,China,1753,25
2020-01-27,China,787,25
2020-01-26,China,665,15
2020-01-25,China,441,15
2020-01-24,China,259,9
2020-01-23,China,97,0
2020-01-22,China,140,11
2020-01-21,China,151,3
2020-01-20,China,19,0
2020-01-19,China,136,1
2020-01-18,China,17,0
2020-01-17,China,4,0
2020-01-16,China,0,0
2020-01-15,China,0,1
2020-01-14,China,0,0
2020-01-13,China,0,0
2020-01-12,China,0,0
2020-01-11,China,0,1
2020-01-10,China,0,0
2020-01-09,China,0,0
2020-01-08,China,0,0
2020-01-07,China,0,0
2020-01-06,China,0,0
2020-01-05,China,15,0
2020-01-04,China,0,0
2020-01-03,China,17,0
2020-01-02,China,0,0
2020-01-01,China,0,0
2019-12-31,China,27,0
2020-03-26,Colombia,92,1
2020-03-25,Colombia,72,0
2020-03-24,Colombia,71,1
2020-03-23,Colombia,25,1
2020-03-22,Colombia,52,1
2020-03-21,Colombia,30,0
2020-03-20,Colombia,26,0
2020-03-19,Colombia,37,0
2020-03-18,Colombia,8,0
2020-03-17,Colombia,12,0
2020-03-16,Colombia,11,0
2020-03-15,Colombia,18,0
2020-03-14,Colombia,7,0
2020-03-12,Colombia,6,0
2020-03-10,Colombia,2,0
2020-03-07,Colombia,1,0
2020-03-26,Congo,0,0
2020-03-25,Congo,0,0
2020-03-24,Congo,0,0
2020-03-23,Congo,0,0
2020-03-22,Congo,1,0
2020-03-21,Congo,0,0
2020-03-20,Congo,0,0
2020-03-19,Congo,2,0
2020-03-18,Congo,0,0
2020-03-17,Congo,0,0
2020-03-16,Congo,1,0
2020-03-26,Costa_Rica,24,0
2020-03-25,Costa_Rica,19,0
2020-03-24,Costa_Rica,24,0
2020-03-23,Costa_Rica,17,0
2020-03-22,Costa_Rica,4,0
2020-03-21,Costa_Rica,26,1
2020-03-20,Costa_Rica,18,0
2020-03-19,Costa_Rica,19,1
2020-03-18,Costa_Rica,9,0
2020-03-17,Costa_Rica,6,0
2020-03-16,Costa_Rica,8,0
2020-03-15,Costa_Rica,1,0
2020-03-14,Costa_Rica,3,0
2020-03-13,Costa_Rica,1,0
2020-03-12,Costa_Rica,9,0
2020-03-11,Costa_Rica,4,0
2020-03-10,Costa_Rica,4,0
2020-03-09,Costa_Rica,4,0
2020-03-07,Costa_Rica,1,0
2020-03-26,Cote_dIvoire,7,0
2020-03-25,Cote_dIvoire,48,0
2020-03-24,Cote_dIvoire,0,0
2020-03-23,Cote_dIvoire,8,0
2020-03-22,Cote_dIvoire,3,0
2020-03-21,Cote_dIvoire,5,0
2020-03-20,Cote_dIvoire,3,0
2020-03-19,Cote_dIvoire,1,0
2020-03-18,Cote_dIvoire,0,0
2020-03-17,Cote_dIvoire,1,0
2020-03-16,Cote_dIvoire,0,0
2020-03-15,Cote_dIvoire,3,0
2020-03-12,Cote_dIvoire,1,0
2020-03-26,Croatia,36,0
2020-03-25,Croatia,76,1
2020-03-24,Croatia,71,0
2020-03-23,Croatia,29,0
2020-03-22,Croatia,80,0
2020-03-21,Croatia,22,0
2020-03-20,Croatia,23,0
2020-03-19,Croatia,12,0
2020-03-18,Croatia,13,0
2020-03-17,Croatia,8,0
2020-03-16,Croatia,11,0
2020-03-15,Croatia,6,0
2020-03-14,Croatia,6,0
2020-03-13,Croatia,9,0
2020-03-12,Croatia,3,0
2020-03-11,Croatia,1,0
2020-03-08,Croatia,1,0
2020-03-07,Croatia,1,0
2020-03-06,Croatia,1,0
2020-03-04,Croatia,1,0
2020-03-03,Croatia,1,0
2020-03-02,Croatia,2,0
2020-03-01,Croatia,0,0
2020-02-29,Croatia,2,0
2020-02-28,Croatia,1,0
2020-02-27,Croatia,1,0
2020-02-26,Croatia,1,0
2020-02-25,Croatia,0,0
2020-02-24,Croatia,0,0
2020-02-23,Croatia,0,0
2020-02-22,Croatia,0,0
2020-02-21,Croatia,0,0
2020-02-20,Croatia,0,0
2020-02-19,Croatia,0,0
2020-02-18,Croatia,0,0
2020-02-17,Croatia,0,0
2020-02-16,Croatia,0,0
2020-02-15,Croatia,0,0
2020-02-14,Croatia,0,0
2020-02-13,Croatia,0,0
2020-02-12,Croatia,0,0
2020-02-11,Croatia,0,0
2020-02-10,Croatia,0,0
2020-02-09,Croatia,0,0
2020-02-08,Croatia,0,0
2020-02-07,Croatia,0,0
2020-02-06,Croatia,0,0
2020-02-05,Croatia,0,0
2020-02-04,Croatia,0,0
2020-02-03,Croatia,0,0
2020-02-02,Croatia,0,0
2020-02-01,Croatia,0,0
2020-01-31,Croatia,0,0
2020-01-30,Croatia,0,0
2020-01-29,Croatia,0,0
2020-01-28,Croatia,0,0
2020-01-27,Croatia,0,0
2020-01-26,Croatia,0,0
2020-01-25,Croatia,0,0
2020-01-24,Croatia,0,0
2020-01-23,Croatia,0,0
2020-01-22,Croatia,0,0
2020-01-21,Croatia,0,0
2020-01-20,Croatia,0,0
2020-01-19,Croatia,0,0
2020-01-18,Croatia,0,0
2020-01-17,Croatia,0,0
2020-01-16,Croatia,0,0
2020-01-15,Croatia,0,0
2020-01-14,Croatia,0,0
2020-01-13,Croatia,0,0
2020-01-12,Croatia,0,0
2020-01-11,Croatia,0,0
2020-01-10,Croatia,0,0
2020-01-09,Croatia,0,0
2020-01-08,Croatia,0,0
2020-01-07,Croatia,0,0
2020-01-06,Croatia,0,0
2020-01-05,Croatia,0,0
2020-01-04,Croatia,0,0
2020-01-03,Croatia,0,0
2020-01-02,Croatia,0,0
2020-01-01,Croatia,0,0
2019-12-31,Croatia,0,0
2020-03-26,Cuba,9,0
2020-03-25,Cuba,8,0
2020-03-24,Cuba,5,0
2020-03-23,Cuba,10,0
2020-03-22,Cuba,4,0
2020-03-21,Cuba,5,0
2020-03-20,Cuba,5,0
2020-03-19,Cuba,4,1
2020-03-18,Cuba,3,0
2020-03-15,Cuba,0,0
2020-03-14,Cuba,1,0
2020-03-12,Cuba,3,0
2020-03-26,Curaçao,0,1
2020-03-24,Curaçao,3,0
2020-03-20,Curaçao,2,0
2020-03-13,Curaçao,1,0
2020-03-26,Cyprus,8,0
2020-03-25,Cyprus,8,3
2020-03-24,Cyprus,21,0
2020-03-23,Cyprus,11,0
2020-03-22,Cyprus,17,0
2020-03-21,Cyprus,9,0
2020-03-20,Cyprus,0,0
2020-03-19,Cyprus,18,0
2020-03-18,Cyprus,0,0
2020-03-17,Cyprus,10,0
2020-03-16,Cyprus,9,0
2020-03-15,Cyprus,7,0
2020-03-14,Cyprus,8,0
2020-03-12,Cyprus,4,0
2020-03-10,Cyprus,2,0
2020-03-26,Czech_Republic,260,3
2020-03-25,Czech_Republic,158,2
2020-03-24,Czech_Republic,71,0
2020-03-23,Czech_Republic,170,1
2020-03-22,Czech_Republic,91,0
2020-03-21,Czech_Republic,210,0
2020-03-20,Czech_Republic,172,0
2020-03-19,Czech_Republic,88,0
2020-03-18,Czech_Republic,90,0
2020-03-17,Czech_Republic,46,0
2020-03-16,Czech_Republic,84,0
2020-03-15,Czech_Republic,64,0
2020-03-14,Czech_Republic,34,0
2020-03-13,Czech_Republic,22,0
2020-03-12,Czech_Republic,31,0
2020-03-11,Czech_Republic,23,0
2020-03-10,Czech_Republic,8,0
2020-03-09,Czech_Republic,6,0
2020-03-08,Czech_Republic,7,0
2020-03-07,Czech_Republic,7,0
2020-03-06,Czech_Republic,4,0
2020-03-05,Czech_Republic,3,0
2020-03-04,Czech_Republic,0,0
2020-03-03,Czech_Republic,2,0
2020-03-02,Czech_Republic,3,0
2020-03-01,Czech_Republic,0,0
2020-02-29,Czech_Republic,0,0
2020-02-28,Czech_Republic,0,0
2020-02-27,Czech_Republic,0,0
2020-02-26,Czech_Republic,0,0
2020-02-25,Czech_Republic,0,0
2020-02-24,Czech_Republic,0,0
2020-02-23,Czech_Republic,0,0
2020-02-22,Czech_Republic,0,0
2020-02-21,Czech_Republic,0,0
2020-02-20,Czech_Republic,0,0
2020-02-19,Czech_Republic,0,0
2020-02-18,Czech_Republic,0,0
2020-02-17,Czech_Republic,0,0
2020-02-16,Czech_Republic,0,0
2020-02-15,Czech_Republic,0,0
2020-02-14,Czech_Republic,0,0
2020-02-13,Czech_Republic,0,0
2020-02-12,Czech_Republic,0,0
2020-02-11,Czech_Republic,0,0
2020-02-10,Czech_Republic,0,0
2020-02-09,Czech_Republic,0,0
2020-02-08,Czech_Republic,0,0
